ro_id,machine_model,machine_age_years,operating_hours,symptom_text,failure_code,subsystem,environment,technician_notes,downtime_hours,estimated_total_parts_cost,created_at
RO000117,SUV-X,10.6,15540,Brake pedal spongy,FC-HYD-04,hydraulic_brake,highway_longhaul,Observed: Brake pedal spongy. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,9.62,102.65,2026-01-07 06:27:19
RO000118,SEDAN-A,12.6,13008,Radiator efficiency low,FC-CLG-11,engine_cooling,high_humidity,Observed: Radiator efficiency low. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,7.44,274.79,2025-05-10 15:24:58
RO000119,VAN-C,8.8,25949,Unexpected power cut,FC-ELC-22,electrical_power,dusty,Observed: Unexpected power cut. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,3.57,166.8,2025-06-12 01:50:40
RO000120,SUV-X,8.9,23467,Coolant leak suspected,FC-CLG-11,engine_cooling,high_temp,Observed: Coolant leak suspected. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,1.98,274.79,2024-11-03 01:10:43
RO000121,TRUCK-T2,2.4,100,Belt slipping,FC-ACC-09,conveyor_like_accessory,city_stopgo,Observed: Belt slipping. Inspected conveyor_like_accessory subsystem. Replaced primary component and verified normal operation.,4.96,289.72,2024-03-17 06:05:18
RO000122,SUV-X,9.0,27018,Pneumatic valve not switching,FC-PNE-07,pneumatic_intake,high_temp,Observed: Pneumatic valve not switching. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,5.65,198.9,2025-10-20 07:20:29
RO000123,TRUCK-T1,12.2,3959,Coolant leak suspected,FC-CLG-11,engine_cooling,highway_longhaul,Observed: Coolant leak suspected. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,2.09,198.0,2023-11-24 11:30:21
RO000124,COUPE-R,6.3,18072,Unexpected power cut,FC-ELC-22,electrical_power,high_temp,Observed: Unexpected power cut. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,5.43,179.76,2026-06-04 00:56:55
RO000125,SUV-Z,0.2,14287,Brake pedal spongy,FC-HYD-04,hydraulic_brake,high_humidity,Observed: Brake pedal spongy. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,2.89,165.78,2025-07-31 09:56:02
RO000126,SEDAN-B,8.8,17932,Hydraulic pressure unstable,FC-HYD-04,hydraulic_brake,high_humidity,Observed: Hydraulic pressure unstable. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,3.62,135.6,2024-01-11 12:38:26
RO000127,VAN-C,4.7,6526,Hydraulic pressure unstable,FC-HYD-04,hydraulic_brake,high_temp,Observed: Hydraulic pressure unstable. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,5.37,248.34,2023-09-06 02:02:05
RO000128,TRUCK-T1,9.8,7114,Air regulation unstable,FC-PNE-07,pneumatic_intake,dusty,Observed: Air regulation unstable. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,6.51,124.29,2023-02-06 00:04:30
RO000129,COUPE-R,4.6,8657,Radiator efficiency low,FC-CLG-11,engine_cooling,high_humidity,Observed: Radiator efficiency low. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,5.29,175.16,2025-04-13 17:16:53
RO000130,TRUCK-T2,2.9,10570,Intake actuator delayed,FC-PNE-07,pneumatic_intake,city_stopgo,Observed: Intake actuator delayed. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,3.1,124.29,2024-03-24 07:51:04
RO000131,TRUCK-T2,13.4,15282,Brake pedal spongy,FC-HYD-04,hydraulic_brake,high_temp,Observed: Brake pedal spongy. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,4.1,135.6,2023-11-06 05:24:56
RO000132,COUPE-R,7.2,14101,Driveline vibration under load,FC-DRV-19,drivetrain,high_temp,Observed: Driveline vibration under load. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,5.06,215.72,2025-07-30 19:01:49
RO000133,TRUCK-T1,8.6,21060,Pneumatic valve not switching,FC-PNE-07,pneumatic_intake,dusty,Observed: Pneumatic valve not switching. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,4.44,124.29,2026-06-21 05:19:15
RO000134,SEDAN-A,4.5,12799,Control unit reset observed,FC-ELC-22,electrical_power,city_stopgo,Observed: Control unit reset observed. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,0.9,203.04,2025-01-07 06:00:20
RO000135,VAN-C,1.2,25934,Control unit reset observed,FC-ELC-22,electrical_power,high_temp,Observed: Control unit reset observed. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,8.79,200.23,2026-06-30 09:45:11
RO000136,COUPE-R,5.6,19612,Pneumatic valve not switching,FC-PNE-07,pneumatic_intake,highway_longhaul,Observed: Pneumatic valve not switching. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,6.12,124.29,2026-02-03 23:30:57
RO000137,TRUCK-T2,17.3,23956,Accessory drive noise,FC-ACC-09,conveyor_like_accessory,highway_longhaul,Observed: Accessory drive noise. Inspected conveyor_like_accessory subsystem. Replaced primary component and verified normal operation.,5.24,384.26,2026-04-14 05:51:54
RO000138,TRUCK-T1,3.2,2148,Accessory drive noise,FC-ACC-09,conveyor_like_accessory,highway_longhaul,Observed: Accessory drive noise. Inspected conveyor_like_accessory subsystem. Replaced primary component and verified normal operation.,5.91,206.2,2023-11-18 23:52:34
RO000139,SEDAN-B,3.9,3621,Unexpected power cut,FC-ELC-22,electrical_power,city_stopgo,Observed: Unexpected power cut. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,4.21,196.51,2025-11-17 02:18:20
RO000140,SEDAN-B,2.7,28497,Brake pedal spongy,FC-HYD-04,hydraulic_brake,high_humidity,Observed: Brake pedal spongy. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,7.26,248.34,2024-11-18 04:58:36
RO000141,SUV-X,6.5,26839,Air regulation unstable,FC-PNE-07,pneumatic_intake,normal,Observed: Air regulation unstable. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,5.65,205.25,2025-08-14 10:06:12
RO000142,SEDAN-A,3.5,27184,Coolant temperature high,FC-CLG-11,engine_cooling,city_stopgo,Observed: Coolant temperature high. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,6.58,239.09,2023-09-03 08:28:12
RO000143,SEDAN-A,2.9,13477,Brake pedal spongy,FC-HYD-04,hydraulic_brake,normal,Observed: Brake pedal spongy. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,3.75,135.6,2025-10-10 07:27:33
RO000144,VAN-C,1.7,22409,Belt slipping,FC-ACC-09,conveyor_like_accessory,dusty,Observed: Belt slipping. Inspected conveyor_like_accessory subsystem. Replaced primary component and verified normal operation.,9.32,355.37,2023-10-17 10:12:03
RO000145,COUPE-R,1.6,19503,Brake pedal spongy,FC-HYD-04,hydraulic_brake,high_temp,Observed: Brake pedal spongy. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,4.2,115.39,2025-02-22 06:24:39
RO000146,TRUCK-T1,4.8,10260,Radiator efficiency low,FC-CLG-11,engine_cooling,city_stopgo,Observed: Radiator efficiency low. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,3.77,132.06,2025-11-13 15:29:48
RO000147,TRUCK-T2,6.7,8352,Accessory drive noise,FC-ACC-09,conveyor_like_accessory,high_temp,Observed: Accessory drive noise. Inspected conveyor_like_accessory subsystem. Replaced primary component and verified normal operation.,6.04,224.07,2023-01-11 14:38:43
RO000148,TRUCK-T2,6.3,13088,Coolant leak suspected,FC-CLG-11,engine_cooling,highway_longhaul,Observed: Coolant leak suspected. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,3.68,373.16,2024-01-03 01:59:55
RO000149,TRUCK-T2,4.5,21043,Pneumatic valve not switching,FC-PNE-07,pneumatic_intake,dusty,Observed: Pneumatic valve not switching. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,6.5,198.9,2025-12-26 10:14:49
RO000150,COUPE-R,3.1,15794,Driveline vibration under load,FC-DRV-19,drivetrain,city_stopgo,Observed: Driveline vibration under load. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,7.0,241.19,2025-12-29 06:18:10
RO000151,SUV-X,0.7,19346,Coolant leak suspected,FC-CLG-11,engine_cooling,high_temp,Observed: Coolant leak suspected. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,4.17,378.65,2024-05-24 17:06:43
RO000152,COUPE-R,8.5,8893,Radiator efficiency low,FC-CLG-11,engine_cooling,city_stopgo,Observed: Radiator efficiency low. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,1.89,274.79,2023-03-31 16:34:59
RO000153,SEDAN-B,0.8,15384,Control unit reset observed,FC-ELC-22,electrical_power,normal,Observed: Control unit reset observed. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,6.02,158.36,2024-10-20 04:35:00
RO000154,VAN-C,3.3,20108,Coolant leak suspected,FC-CLG-11,engine_cooling,high_humidity,Observed: Coolant leak suspected. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,2.18,312.4,2024-08-17 03:52:25
RO000155,TRUCK-T2,6.3,5311,Drive transfer slip,FC-DRV-19,drivetrain,normal,Observed: Drive transfer slip. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,4.2,271.55,2023-10-05 05:58:44
RO000156,VAN-C,6.7,8116,Unexpected power cut,FC-ELC-22,electrical_power,high_temp,Observed: Unexpected power cut. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,4.73,197.3,2024-01-20 11:55:03
RO000157,SUV-Z,10.0,10384,Drive transfer slip,FC-DRV-19,drivetrain,normal,Observed: Drive transfer slip. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,7.17,185.36,2023-06-06 17:42:07
RO000158,SEDAN-A,2.5,19238,Brake pressure drop,FC-HYD-04,hydraulic_brake,high_temp,Observed: Brake pressure drop. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,8.38,151.17,2025-02-21 18:35:55
RO000159,SUV-Z,0.2,8624,Line speed not maintained,FC-ACC-09,conveyor_like_accessory,dusty,Observed: Line speed not maintained. Inspected conveyor_like_accessory subsystem. Replaced primary component and verified normal operation.,6.65,224.07,2024-04-11 19:29:15
RO000160,VAN-C,5.8,17969,Hydraulic pressure unstable,FC-HYD-04,hydraulic_brake,city_stopgo,Observed: Hydraulic pressure unstable. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,4.29,248.34,2024-05-10 03:16:54
RO000161,TRUCK-T1,6.8,13754,Brake pressure drop,FC-HYD-04,hydraulic_brake,highway_longhaul,Observed: Brake pressure drop. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,7.84,248.34,2023-08-13 05:49:23
RO000162,TRUCK-T2,7.4,17700,Brake pressure drop,FC-HYD-04,hydraulic_brake,highway_longhaul,Observed: Brake pressure drop. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,4.68,102.65,2023-05-03 19:57:33
RO000163,SEDAN-B,4.8,11539,Intermittent electrical fault,FC-ELC-22,electrical_power,high_temp,Observed: Intermittent electrical fault. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,6.29,220.84,2026-06-03 23:32:57
RO000164,SUV-Z,5.0,17318,Brake pressure drop,FC-HYD-04,hydraulic_brake,high_temp,Observed: Brake pressure drop. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,9.65,128.3,2026-02-25 20:11:57
RO000165,TRUCK-T2,9.5,12391,Brake pressure drop,FC-HYD-04,hydraulic_brake,high_humidity,Observed: Brake pressure drop. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,7.9,179.14,2024-08-14 08:05:54
RO000166,COUPE-R,5.1,100,Pneumatic valve not switching,FC-PNE-07,pneumatic_intake,high_humidity,Observed: Pneumatic valve not switching. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,3.48,124.29,2023-11-12 13:08:30
RO000167,VAN-C,0.2,12187,Pneumatic valve not switching,FC-PNE-07,pneumatic_intake,high_humidity,Observed: Pneumatic valve not switching. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,5.54,186.42,2023-08-25 18:18:33
RO000168,COUPE-R,12.4,17615,Brake pedal spongy,FC-HYD-04,hydraulic_brake,dusty,Observed: Brake pedal spongy. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,5.06,339.16,2023-09-19 08:12:17
RO000169,SEDAN-A,9.4,100,Belt slipping,FC-ACC-09,conveyor_like_accessory,normal,Observed: Belt slipping. Inspected conveyor_like_accessory subsystem. Replaced primary component and verified normal operation.,5.97,150.37,2026-06-24 17:05:52
RO000170,SUV-Z,9.2,3171,Intermittent electrical fault,FC-ELC-22,electrical_power,city_stopgo,Observed: Intermittent electrical fault. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,7.79,122.12,2024-12-09 09:16:20
RO000171,TRUCK-T1,7.7,11677,Brake pressure drop,FC-HYD-04,hydraulic_brake,city_stopgo,Observed: Brake pressure drop. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,6.77,128.3,2024-03-21 08:31:24
RO000172,TRUCK-T1,14.4,16454,Coolant temperature high,FC-CLG-11,engine_cooling,high_humidity,Observed: Coolant temperature high. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,6.0,132.06,2024-02-20 06:35:18
RO000173,SEDAN-A,4.9,8201,Coolant leak suspected,FC-CLG-11,engine_cooling,normal,Observed: Coolant leak suspected. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,7.16,274.79,2024-09-21 13:52:12
RO000174,TRUCK-T2,3.5,15572,Driveline vibration under load,FC-DRV-19,drivetrain,city_stopgo,Observed: Driveline vibration under load. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,4.54,271.55,2023-05-29 03:20:48
RO000175,SEDAN-A,8.2,17669,Hydraulic pressure unstable,FC-HYD-04,hydraulic_brake,high_temp,Observed: Hydraulic pressure unstable. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,7.58,165.78,2024-05-03 12:50:21
RO000176,VAN-C,4.7,12841,Pneumatic valve not switching,FC-PNE-07,pneumatic_intake,highway_longhaul,Observed: Pneumatic valve not switching. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,3.54,186.42,2025-04-19 17:37:41
RO000177,SUV-Z,4.9,18018,Radiator efficiency low,FC-CLG-11,engine_cooling,normal,Observed: Radiator efficiency low. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,7.01,239.09,2024-06-13 02:13:04
RO000178,SUV-Z,3.3,21956,Accessory drive noise,FC-ACC-09,conveyor_like_accessory,high_humidity,Observed: Accessory drive noise. Inspected conveyor_like_accessory subsystem. Replaced primary component and verified normal operation.,8.21,289.72,2025-05-09 02:44:26
RO000179,SUV-X,7.9,30014,Coolant leak suspected,FC-CLG-11,engine_cooling,highway_longhaul,Observed: Coolant leak suspected. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,3.95,175.16,2024-08-28 06:09:36
